Site;Annee;nom_protocole;groupe_taxonomique;espece;effectifs
GTMBA;2018;Transect arthropode Session 1;Hymenoptera;Lasius niger;1
ECOBIO_BOIS;2018;Transect arthropode Session 1;Hymenoptera;Lasius niger;1
EIDER;2018;Transect arthropode Session 2;Hymenoptera;Lasius niger;1
FAUTEM;2018;Transect arthropode Session 2;Hymenoptera;Lasius niger;1
PAREX;2018;Transect arthropode Session 2;Hymenoptera;Lasius niger;1
PERIS;2018;Transect arthropode Session 2;Hymenoptera;Lasius niger;1
CARON;2018;Transect arthropode Session 2;Hymenoptera;Lasius niger;1
GOOPL;2018;Transect arthropode Session 2;Hymenoptera;Lasius niger;1
GTMBA;2018;Transect arthropode Session 2;Hymenoptera;Lasius niger;1
ALBAR;2018;Transect arthropode Session 2;Hymenoptera;Lasius niger;1
MECHO;2018;Transect arthropode Session 2;Hymenoptera;Lasius niger;1
EIDER;2019;Transect arthropodes P1;Hyménoptères;Lasius niger;1
FAUTEM;2019;Transect arthropodes P1;Hyménoptères;Lasius niger;1
GTMBA WILD;2019;Transect arthropodes P1;Hyménoptères;Lasius niger;1
SEINE;2019;Transect arthropodes P1;Hyménoptères;Lasius niger;1
CIROB;2019;Transect arthropodes P2;Hyménoptères;Lasius niger;1
FONTA;2019;Transect arthropodes P2;Hyménoptères;Lasius niger;1
MECHO;2019;Transect arthropodes P2;Hyménoptères;Lasius niger;1
ECOBIO_PRAIRIE;2017;Transect arthropode Session 2;Hymenoptera;Lasius neglectus;1
ECOBIO_BOIS;2017;Transect arthropode Session 2;Hymenoptera;Lasius emarginatus;1
PULMA;2017;Plaques;Hymenoptera;Lasius emarginatus;1
GTMBA;2018;Transect arthropode Session 1;Hymenoptera;Lasius emarginatus;1
WWF;2018;Transect arthropode Session 1;Hymenoptera;Lasius emarginatus;1
SIBUET;2018;Transect arthropode Session 1;Hymenoptera;Lasius emarginatus;1
PERIS;2018;Transect arthropode Session 1;Hymenoptera;Lasius emarginatus;1
CD93;2018;Plaques;Hymenoptera;Lasius emarginatus;1
CD93;2018;Transect arthropode Session 2;Hymenoptera;Lasius emarginatus;1
PERIS;2018;Transect arthropode Session 2;Hymenoptera;Lasius emarginatus;1
GOOPL;2018;Transect arthropode Session 2;Hymenoptera;Lasius emarginatus;1
CHAVIN;2018;Plaques;Hymenoptera;Lasius emarginatus;1
OLSER;2019;Transect arthropodes P1;Hyménoptères;Lasius emarginatus;1
PULMA;2019;Transect arthropodes P1;Hyménoptères;Lasius emarginatus;1
SIBUET;2019;Transect arthropodes P1;Hyménoptères;Lasius emarginatus;1
PULMA;2019;Transect arthropodes P2;Hyménoptères;Lasius emarginatus;1
ROROL;2017;Transect arthropode Session 2;Hymenoptera;Lasius;1
RUWAT;2017;Transect arthropode Session 2;Hymenoptera;Lasius;1
FONTA;2018;Transect arthropode Session 1;Hymenoptera;Lasius;1
LUAUB;2017;Transect arthropode Session 1;Lepidoptera;Lasiommata maera;1
ROROL;2017;Transect arthropode Session 1;Lepidoptera;Lasiommata maera;1
PROMA;2017;Transect arthropode Session 1;Lepidoptera;Lasiommata maera;1
ROROL;2018;Transect arthropode Session 1;Lepidoptera;Lasiommata maera;1
CHAVIN;2018;Transect arthropode Session 2;Lepidoptera;Lasiommata maera;1
CARON;2019;Transect arthropodes P1;Hyménoptères;Lasioglossum villosulum;1
MOZIN_AVEC_GESTION;2019;Transect arthropodes P1;Hyménoptères;Lasioglossum sexstrigatum;1
CD93;2019;Transect arthropodes P2;Hyménoptères;Lasioglossum quadrinotatum;1
PROMA;2019;Transect arthropodes P2;Hyménoptères;Lasioglossum quadrinotatum;1
PULMA;2019;Transect arthropodes P2;Hyménoptères;Lasioglossum quadrinotatum;1
GTMBA;2017;Transect arthropode Session 2;Hymenoptera;Lasioglossum puncticolle;1
CD93;2019;Transect arthropodes P1;Hyménoptères;Lasioglossum punctatissimum;1
MECHO;2017;Transect arthropode Session 2;Hymenoptera;Lasioglossum prasinum;1
ECOBIO_PRAIRIE;2019;Transect arthropodes P2;Hyménoptères;Lasioglossum politum;1
CHAVIN;2017;Transect arthropode Session 1;Hymenoptera;Lasioglossum pauxillum;1
FRANK;2017;Transect arthropode Session 2;Hymenoptera;Lasioglossum pauxillum;1
GOOPL;2018;Transect arthropode Session 1;Hymenoptera;Lasioglossum pauxillum;1
CHAVIN;2018;Transect arthropode Session 2;Hymenoptera;Lasioglossum pallens;1
OLSER;2019;Transect arthropodes P2;Hyménoptères;Lasioglossum pallens;1
EIDER;2017;Transect arthropode Session 1;Hymenoptera;Lasioglossum morio;1
OLSER;2017;Transect arthropode Session 1;Hymenoptera;Lasioglossum morio;1
BOUCHA;2017;Transect arthropode Session 1;Hymenoptera;Lasioglossum morio;1
FRANK;2017;Transect arthropode Session 1;Hymenoptera;Lasioglossum morio;1
CHAVIN;2017;Transect arthropode Session 1;Hymenoptera;Lasioglossum morio;1
PAREX;2017;Transect arthropode Session 2;Hymenoptera;Lasioglossum morio;1
CIROB;2017;Transect arthropode Session 2;Hymenoptera;Lasioglossum morio;1
FRANK;2017;Transect arthropode Session 2;Hymenoptera;Lasioglossum morio;1
CHAVIN;2017;Transect arthropode Session 2;Hymenoptera;Lasioglossum morio;1
MOZIN_SANS_GESTION;2017;Transect arthropode Session 2;Hymenoptera;Lasioglossum morio;1
FONTA;2017;Transect arthropode Session 2;Hymenoptera;Lasioglossum morio;1
OLSER;2017;Transect arthropode Session 2;Hymenoptera;Lasioglossum morio;1
SIBUET;2017;Transect arthropode Session 2;Hymenoptera;Lasioglossum morio;1
RUWAT;2018;Transect arthropode Session 1;Hymenoptera;Lasioglossum morio;1
CARON;2018;Transect arthropode Session 1;Hymenoptera;Lasioglossum morio;1
PAREX;2018;Transect arthropode Session 1;Hymenoptera;Lasioglossum morio;1
PROMA;2018;Transect arthropode Session 1;Hymenoptera;Lasioglossum morio;1
ECOBIO_PRAIRIE;2018;Transect arthropode Session 1;Hymenoptera;Lasioglossum morio;1
GOOPL;2018;Transect arthropode Session 1;Hymenoptera;Lasioglossum morio;1
SIBUET;2018;Transect arthropode Session 1;Hymenoptera;Lasioglossum morio;1
FRANK;2018;Transect arthropode Session 1;Hymenoptera;Lasioglossum morio;1
PERIS;2018;Transect arthropode Session 1;Hymenoptera;Lasioglossum morio;1
CD93;2018;Transect arthropode Session 2;Hymenoptera;Lasioglossum morio;1
FAUTEM;2018;Transect arthropode Session 2;Hymenoptera;Lasioglossum morio;1
MOZIN_SANS_GESTION;2018;Transect arthropode Session 2;Hymenoptera;Lasioglossum morio;1
CD93;2019;Transect arthropodes P1;Hyménoptères;Lasioglossum morio;1
EIDER;2019;Transect arthropodes P2;Hyménoptères;Lasioglossum morio;1
OLSER;2019;Transect arthropodes P2;Hyménoptères;Lasioglossum morio;1
PULMA;2017;Transect arthropode Session 2;Hymenoptera;Lasioglossum minutissimum;1
CIROB;2017;Transect arthropode Session 1;Hymenoptera;Lasioglossum malachurum;1
PAREX;2017;Transect arthropode Session 2;Hymenoptera;Lasioglossum malachurum;1
CIROB;2017;Transect arthropode Session 2;Hymenoptera;Lasioglossum malachurum;1
OLSER;2017;Transect arthropode Session 2;Hymenoptera;Lasioglossum malachurum;1
PROMA;2018;Transect arthropode Session 1;Hymenoptera;Lasioglossum malachurum;1
OLSER;2017;Transect arthropode Session 1;Hymenoptera;Lasioglossum leucozonium;1
FRANK;2017;Transect arthropode Session 1;Hymenoptera;Lasioglossum leucozonium;1
CHAVIN;2017;Transect arthropode Session 1;Hymenoptera;Lasioglossum leucozonium;1
ECOBIO_BOIS;2018;Transect arthropode Session 2;Hymenoptera;Lasioglossum leucozonium;1
ROROL;2018;Transect arthropode Session 2;Hymenoptera;Lasioglossum leucozonium;1
FRANK;2018;Transect arthropode Session 2;Hymenoptera;Lasioglossum leucozonium;1
MOZIN_SANS_GESTION;2018;Transect arthropode Session 2;Hymenoptera;Lasioglossum leucozonium;1
PROMA;2018;Transect arthropode Session 2;Hymenoptera;Lasioglossum leucozonium;1
CIROB;2019;Transect arthropodes P1;Hyménoptères;Lasioglossum leucozonium;1
AMROU;2019;Transect arthropodes P2;Hyménoptères;Lasioglossum leucozonium;1
CIROB;2019;Transect arthropodes P2;Hyménoptères;Lasioglossum leucozonium;1
MOZIN_SANS_GESTION;2019;Transect arthropodes P2;Hyménoptères;Lasioglossum leucozonium;1
FRANK;2017;Transect arthropode Session 1;Hymenoptera;Lasioglossum leucopus;1
CIROB;2017;Transect arthropode Session 2;Hymenoptera;Lasioglossum leucopus;1
FRANK;2017;Transect arthropode Session 2;Hymenoptera;Lasioglossum leucopus;1
CHAVIN;2017;Transect arthropode Session 2;Hymenoptera;Lasioglossum leucopus;1
MOZIN_SANS_GESTION;2017;Transect arthropode Session 2;Hymenoptera;Lasioglossum leucopus;1
GOOPL;2017;Transect arthropode Session 2;Hymenoptera;Lasioglossum leucopus;1
CHAVIN;2017;Transect arthropode Session 2;Hymenoptera;Lasioglossum laticeps;1
KELLER;2019;Transect arthropodes P1;Hyménoptères;Lasioglossum laticeps;1
GOOPL;2019;Transect arthropodes P2;Hyménoptères;Lasioglossum laticeps;1
GTMBA;2019;Transect arthropodes P2;Hyménoptères;Lasioglossum laticeps;1
PERIS;2019;Transect arthropodes P2;Hyménoptères;Lasioglossum laticeps;1
CHAVIN;2017;Transect arthropode Session 2;Hymenoptera;Lasioglossum fulvicorne;1
GOOPL;2017;Transect arthropode Session 2;Hymenoptera;Lasioglossum fulvicorne;1
ALBAR;2017;Transect arthropode Session 2;Hymenoptera;Lasioglossum calceatum;1
CIMOD;2017;Transect arthropode Session 2;Hymenoptera;Lasioglossum albipes;1
SEINE;2018;Transect arthropode Session 2;Hymenoptera;Lasioglossum albipes;1
PROMA;2019;Transect arthropodes P2;Hyménoptères;Lasioglossum albipes;1
OLSER;2017;Transect arthropode Session 2;Hymenoptera;Lasioglossum;1
OLSER;2017;Transect arthropode Session 2;Arachnida;Larinioides;1
MUENT;2017;Transect arthropode Session 2;Arachnida;Larinioides;1
LUAUB;2019;Transect arthropodes P1;Chilopodes;Lamyctes emarginatus;1
GTMBA;2019;Transect arthropodes P2;Chilopodes;Lamyctes emarginatus;1
OLSER;2018;Transect arthropode Session 2;Heteroptera;Kleidocerys resedae;1
CIROB;2019;Transect arthropodes P1;Hétéroptères;Kleidocerys resedae;1
SEINE;2019;Transect arthropodes P1;Hétéroptères;Kleidocerys resedae;1
ECOBIO_PRAIRIE;2017;Transect arthropode Session 1;Homoptera;Javesella pellucida;1
KELLER;2019;Transect arthropodes P1;Homoptères;Javesella pellucida;1
LUAUB;2019;Transect arthropodes P2;Homoptères;Javesella pellucida;1
CIROB;2019;Transect arthropodes P2;Homoptères;Issus coleoptratus;1
CHAVIN;2017;Transect arthropode Session 2;Hymenoptera;Isodontia mexicana;1
MOZIN_SANS_GESTION;2018;Transect arthropode Session 2;Hymenoptera;Isodontia mexicana;1
GOOPL;2017;Transect arthropode Session 2;Odonata;Ischnura elegans;1
SEINE;2018;Transect arthropode Session 2;Odonata;Ischnura;1
MOZIN_SANS_GESTION;2018;Transect arthropode Session 2;Heteroptera;Ischnocoris angustulus;1
KELLER;2019;Transect arthropodes P1;Hétéroptères;Ischnocoris angustulus;1
MECHO;2018;Transect arthropode Session 2;Arachnida;Icius;1
ECOBIO_PRAIRIE;2019;Transect arthropodes P1;Hyménoptères;Hypoponera punctatissima;1
CIROB;2017;Transect arthropode Session 2;Hymenoptera;Hypoponera eduardi;1
EIDER;2017;Plaques;Hymenoptera;Hypoponera eduardi;1
AMROU;2017;Transect arthropode Session 2;Hymenoptera;Hypoponera eduardi;1
GOOPL;2018;Transect arthropode Session 1;Hymenoptera;Hypoponera eduardi;1
ROROL;2018;Transect arthropode Session 2;Hymenoptera;Hypoponera eduardi;1
FAUTEM;2018;Transect arthropode Session 2;Hymenoptera;Hypoponera eduardi;1
CARON;2018;Plaques;Hymenoptera;Hypoponera eduardi;1
WWF;2018;Transect arthropode Session 2;Hymenoptera;Hypoponera eduardi;1
WWF;2018;Plaques;Hymenoptera;Hypoponera eduardi;1
AMROU;2018;Transect arthropode Session 2;Hymenoptera;Hypoponera eduardi;1
CHAVIN;2017;Transect arthropode Session 2;Hymenoptera;Hylaeus punctulatissimus;1
OLSER;2017;Transect arthropode Session 2;Hymenoptera;Hylaeus punctulatissimus;1
AMROU;2019;Transect arthropodes P2;Hyménoptères;Hylaeus punctulatissimus;1
SEINE;2019;Transect arthropodes P2;Hyménoptères;Hylaeus punctulatissimus;1
CIMOD;2018;Transect arthropode Session 1;Hymenoptera;Hylaeus hyalinatus;1
AMROU;2018;Transect arthropode Session 1;Hymenoptera;Hylaeus hyalinatus;1
GOOPL;2018;Transect arthropode Session 1;Hymenoptera;Hylaeus hyalinatus;1
PERIS;2018;Transect arthropode Session 1;Hymenoptera;Hylaeus hyalinatus;1
PULMA;2019;Transect arthropodes P2;Hyménoptères;Hylaeus confusus;1
GOOPL;2019;Transect arthropodes P2;Hyménoptères;Hylaeus communis;1
CHAVIN;2017;Transect arthropode Session 2;Hymenoptera;Hylaeus;1
AMROU;2019;Transect arthropodes P2;Hyménoptères;Hylaeus;1
GTMBA;2019;Transect arthropodes P2;Hyménoptères;Hylaeus;1
BOUHOP;2017;Transect arthropode Session 2;Mollusca;Hygromia cinctella;1
AMROU;2017;Transect arthropode Session 1;Hymenoptera;Hoplocryptus femoralis;1
CD93;2018;Transect arthropode Session 1;Hymenoptera;Hoplitis leucomelana;1
ECOBIO_PRAIRIE;2017;Transect arthropode Session 1;Hymenoptera;Holopyga amoenula;1
FONTA;2017;Transect arthropode Session 2;Coleoptera;Hirticollis hispidus;1
ECOBIO_PRAIRIE;2017;Transect arthropode Session 2;Coleoptera;Hirticollis hispidus;1
GTMBA;2018;Transect arthropode Session 1;Coleoptera;Hirticollis hispidus;1
ECOBIO_PRAIRIE;2018;Transect arthropode Session 1;Coleoptera;Hirticollis hispidus;1
GOOPL;2018;Transect arthropode Session 2;Coleoptera;Hirticollis hispidus;1
MOZIN_SANS_GESTION;2017;Transect arthropode Session 1;Coleoptera;Hippodamia variegata;1
BOUTOU;2017;Transect arthropode Session 1;Coleoptera;Hippodamia variegata;1
CHAVIN;2017;Transect arthropode Session 1;Coleoptera;Hippodamia variegata;1
MOZIN_SANS_GESTION;2017;Transect arthropode Session 2;Coleoptera;Hippodamia variegata;1
CIMOD;2018;Transect arthropode Session 1;Coleoptera;Hippodamia variegata;1
MOZIN_AVEC_GESTION;2018;Transect arthropode Session 1;Coleoptera;Hippodamia variegata;1
CIROB;2018;Transect arthropode Session 2;Coleoptera;Hippodamia variegata;1
MOZIN_SANS_GESTION;2018;Transect arthropode Session 2;Coleoptera;Hippodamia variegata;1
MECHO;2018;Transect arthropode Session 2;Coleoptera;Hippodamia variegata;1
MECHO;2019;Transect arthropodes P1;Coléoptères;Hippodamia variegata;1
MOZIN_SANS_GESTION;2019;Transect arthropodes P1;Coléoptères;Hippodamia variegata;1
FRANK;2019;Transect arthropodes P2;Coléoptères;Hippodamia variegata;1
GTMBA WILD;2019;Transect arthropodes P2;Coléoptères;Hippodamia variegata;1
MUENT;2019;Transect arthropodes P2;Coléoptères;Hippodamia variegata;1
PULMA;2019;Transect arthropodes P2;Coléoptères;Hippodamia variegata;1
BOUHOP;2017;Transect arthropode Session 2;Heteroptera;Himacerus mirmicoides;1
BOUTOU;2018;Transect arthropode Session 1;Heteroptera;Himacerus mirmicoides;1
CD93;2018;Transect arthropode Session 1;Heteroptera;Himacerus mirmicoides;1
GRENEL;2018;Transect arthropode Session 2;Heteroptera;Himacerus mirmicoides;1
CIROB;2019;Transect arthropodes P1;Hétéroptères;Himacerus mirmicoides;1
OLSER;2019;Transect arthropodes P1;Hétéroptères;Himacerus mirmicoides;1
ECOBIO_BOIS;2017;Transect arthropode Session 2;Heteroptera;Heterotoma planicornis;1
ECOBIO_BOIS;2018;Transect arthropode Session 1;Heteroptera;Heterotoma planicornis;1
ECOBIO_BOIS;2018;Transect arthropode Session 2;Heteroptera;Heterotoma planicornis;1
ECOBIO_BOIS;2019;Transect arthropodes P2;Hétéroptères;Heterotoma;1
BOUTOU;2018;Transect arthropode Session 1;Heteroptera;Heterogaster artemisiae;1
BOUTOU;2019;Transect arthropodes P1;Hétéroptères;Heterogaster artemisiae;1
EIDER;2017;Plaques;Diptera;Hermetia illucens;1
FRANK;2018;Transect arthropode Session 1;Hymenoptera;Heriades truncorum;1
WWF;2017;Transect arthropode Session 1;Mollusca;Helix lucorum;1
AMROU;2019;Transect arthropodes P1;Mollusqua;Helix aspersa;1
RUWAT;2017;Transect arthropode Session 1;Arachnida;Heliophanus tribulosus;1
BOUCHA;2017;Transect arthropode Session 1;Arachnida;Heliophanus tribulosus;1
MECHO;2017;Transect arthropode Session 1;Arachnida;Heliophanus tribulosus;1
CIROB;2017;Transect arthropode Session 1;Arachnida;Heliophanus tribulosus;1
PULMA;2017;Transect arthropode Session 1;Arachnida;Heliophanus tribulosus;1
CHAVIN;2017;Transect arthropode Session 1;Arachnida;Heliophanus tribulosus;1
FAUTEM;2018;Transect arthropode Session 1;Arachnida;Heliophanus tribulosus;1
RUWAT;2018;Transect arthropode Session 1;Arachnida;Heliophanus tribulosus;1
PROMA;2018;Transect arthropode Session 1;Arachnida;Heliophanus tribulosus;1
SIBUET;2018;Transect arthropode Session 1;Arachnida;Heliophanus tribulosus;1
CIROB;2018;Transect arthropode Session 1;Arachnida;Heliophanus tribulosus;1
ROROL;2018;Transect arthropode Session 2;Arachnida;Heliophanus tribulosus;1
CHAVIN;2018;Transect arthropode Session 2;Arachnida;Heliophanus tribulosus;1
MOZIN_SANS_GESTION;2018;Transect arthropode Session 2;Arachnida;Heliophanus tribulosus;1
ANTHEU;2019;Transect arthropodes P1;Araneae;Heliophanus tribulosus;1
CD93;2019;Transect arthropodes P1;Araneae;Heliophanus tribulosus;1
KELLER;2019;Transect arthropodes P1;Araneae;Heliophanus tribulosus;1
SIBUET;2019;Transect arthropodes P1;Araneae;Heliophanus tribulosus;1
ANTHEU;2019;Transect arthropodes P2;Araneae;Heliophanus tribulosus;1
MECHO;2019;Transect arthropodes P2;Araneae;Heliophanus tribulosus;1
PERIS;2019;Transect arthropodes P2;Araneae;Heliophanus tribulosus;1
MECHO;2019;Transect arthropodes P1;Araneae;Heliophanus kochii;1
CHAVIN;2019;Transect arthropodes P1;Araneae;Heliophanus cupreus ;1
CIROB;2019;Transect arthropodes P2;Araneae;Heliophanus cupreus ;1
GOOPL;2019;Transect arthropodes P2;Araneae;Heliophanus cupreus ;1
WWF;2017;Transect arthropode Session 1;Arachnida;Heliophanus cupreus;1
LUAUB;2017;Transect arthropode Session 1;Arachnida;Heliophanus auratus;1
CD93;2018;Transect arthropode Session 2;Arachnida;Heliophanus auratus;1
FRANK;2018;Transect arthropode Session 2;Arachnida;Heliophanus auratus;1
MECHO;2018;Transect arthropode Session 2;Arachnida;Heliophanus auratus;1
CIROB;2017;Transect arthropode Session 1;Arachnida;Heliophanus;1
GTMBA;2017;Transect arthropode Session 1;Arachnida;Heliophanus;1
FRANK;2017;Transect arthropode Session 2;Arachnida;Heliophanus;1
OLSER;2017;Transect arthropode Session 2;Arachnida;Heliophanus;1
CIMOD;2017;Transect arthropode Session 2;Arachnida;Heliophanus;1
CIMOD;2018;Transect arthropode Session 2;Arachnida;Heliophanus;1
CIROB;2018;Transect arthropode Session 2;Arachnida;Heliophanus;1
MECHO;2018;Plaques;Arachnida;Heliophanus;1
PAREX;2019;Transect arthropodes P1;Araneae;Heliophanus;1
SIBUET;2019;Transect arthropodes P1;Araneae;Heliophanus;1
WWF;2019;Transect arthropodes P1;Araneae;Heliophanus;1
AMROU;2019;Transect arthropodes P2;Araneae;Heliophanus;1
MOZIN_SANS_GESTION;2019;Transect arthropodes P2;Araneae;Heliophanus;1
PAREX;2019;Transect arthropodes P2;Araneae;Heliophanus;1
WWF;2019;Transect arthropodes P2;Araneae;Heliophanus;1
MOZIN_AVEC_GESTION;2019;Transect arthropodes P1;Coléoptères;Harpalus tardus;1
MOZIN_SANS_GESTION;2019;Transect arthropodes P2;Coléoptères;Harpalus anxius;1
MOZIN_AVEC_GESTION;2019;Transect arthropodes P1;Coléoptères;Harpalus affinis;1
GOOPL;2019;Transect arthropodes P2;Coléoptères;Harpalus affinis;1
GTMBA;2017;Transect arthropode Session 2;Coleoptera;Harpalus;1
EIDER;2018;Transect arthropode Session 2;Coleoptera;Harpalus;1
GTMBA;2018;Transect arthropode Session 2;Coleoptera;Harpalus;1
FRANK;2018;Transect arthropode Session 1;Hymenoptera;Harpactus;1
CIROB;2017;Transect arthropode Session 1;Coleoptera;Harmonia axyridis;1
ALBAR;2018;Transect arthropode Session 1;Coleoptera;Harmonia axyridis;1
ECOBIO_BOIS;2018;Transect arthropode Session 1;Coleoptera;Harmonia axyridis;1
CHAVIN;2018;Transect arthropode Session 2;Coleoptera;Harmonia axyridis;1
GTMBA;2019;Transect arthropodes P1;Coléoptères;Harmonia axyridis;1
SEINE;2019;Transect arthropodes P1;Coléoptères;Harmonia axyridis;1
OLSER;2018;Transect arthropode Session 1;Heteroptera;Halyomorpha halys;1
ABRON;2017;Transect arthropode Session 2;Heteroptera;Halticus macrocephalus;1
EIDER;2017;Transect arthropode Session 2;Heteroptera;Halticus macrocephalus;1
GTMBA;2017;Transect arthropode Session 1;Hymenoptera;Halictus tumulorum;1
CD93;2019;Transect arthropodes P2;Hyménoptères;Halictus tumulorum;1
GTMBA;2017;Transect arthropode Session 1;Hymenoptera;Halictus subauratus;1
RUWAT;2018;Transect arthropode Session 1;Hymenoptera;Halictus subauratus;1
MECHO;2018;Transect arthropode Session 2;Hymenoptera;Halictus subauratus;1
MOZIN_SANS_GESTION;2019;Transect arthropodes P2;Hyménoptères;Halictus smaragdulus;1
MOZIN_SANS_GESTION;2019;Transect arthropodes P2;Hyménoptères;Halictus sexigastrum;1
GTMBA;2017;Transect arthropode Session 1;Hymenoptera;Halictus maculatus;1
LUAUB;2018;Transect arthropode Session 1;Hymenoptera;Halictus compressus;1
MECHO;2018;Transect arthropode Session 1;Hymenoptera;Halictus;1
PROMA;2018;Transect arthropode Session 2;Hymenoptera;Halictus;1
AMROU;2019;Transect arthropodes P2;Hyménoptères;Halictus;1
